Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2014-01-18,511,6:59:00 AM,Saturday,Bathurst and Bloor,Investigation,66,73,S/B,4191
2014-01-18,511,9:48:00 AM,Saturday,Fleet and Fork York,Investigation,33,38,E/B,4002
2014-01-18,511,12:38:00 PM,Saturday,CNE Loop,Investigation,14,19,N/B,4062
2014-01-18,301,1:55:00 PM,Saturday,Bathurst and Queen,Investigation,9,18,E/B,4061
2014-01-18,506,2:04:00 PM,Saturday,College and Lansdowne,Held By,8,13,E/B,4039
2014-01-18,504,5:00:00 PM,Saturday,Broadview Stn to Dundas West Stn,General Delay,35,15,BW,
2014-01-19,504,8:33:00 AM,Sunday,King and Queen,Held By,40,50,E/B,4089
2014-01-19,511,8:36:00 AM,Sunday,Bathurst and King,Held By,9,17,N/B,4118
2014-01-19,501,8:49:00 AM,Sunday,Queen and Carlaw,Held By,20,30,W/B,4215
2014-01-19,501,12:53:00 PM,Sunday,Queen and Bay,Investigation,8,16,W/B,7533
2014-01-19,504,6:00:00 PM,Sunday,Dundas West Station to Church St.,General Delay,0,0,bw,
2014-01-19,509,7:14:00 PM,Sunday,CNE Loop,Utilized Off Route,4,8,E/B,8181
2014-01-19,511,7:17:00 PM,Sunday,Bathurst and Front,Investigation,33,40,S/B,4179
2014-01-19,509,8:04:00 PM,Sunday,Harbord and Bay,Investigation,4,8,E/B,7483
2014-01-19,506,8:24:00 PM,Sunday,Lansdowne and College,Investigation,8,16,W/B,4109
2014-01-19,501,9:32:00 PM,Sunday,Wolseley Loop,Investigation,8,16,N/B,7346
2014-01-19,510,9:46:00 PM,Sunday,Bremner and Navy Wharf,Investigation,6,12,E/B,7875
2014-01-21,510,2:27:00 AM,Tuesday,Spadina and Harbord,Investigation,20,0,N/B,4040
2014-01-29,510,6:42:00 PM,Wednesday,Spadina Stn to King St,Utilized Off Route,12,14,s,4033
2014-01-31,504,1:00:00 PM,Friday,King Route,General Delay,20,15,B/W,
